INSERT INTO `users`(`userName`, `userEmail`, `userPassword`, `userHighscore`, `userRank`, `userElo`) VALUES
('justifypossession','justifypossession@gmail.com','justifypossession',1673,'Gold',7522),
('unpleasantpan','unpleasantpan@gmail.com','unpleasantpan',39027,'Diamond',3447),
('shakecrude','shakecrude@outlook.com','shakecrude',19634,'Runner',9501),
('wellcommemorate','wellcommemorate@gmail.com','wellcommemorate',82744,'Iron',8055),
('drownfavourite','drownfavourite@outlook.com','drownfavourite',39505,'Master',3853),
('commemorateextension','commemorateextension@gmail.com','commemorateextension',15903,'Diamond',5897),
('extensionprey','extensionprey@gmail.com','extensionprey',8506,'Bronze',470),
('holereproduction','holereproduction@yahoomail.com','holereproduction',25953,'Runner',9720),
('vaguereservoir','vaguereservoir@yahoomail.com','vaguereservoir',68325,'Runner',2288),
('tiptoelatest','tiptoelatest@outlook.com','tiptoelatest',10260,'Plat',7832),
('faxlie','faxlie@outlook.com','faxlie',58532,'Plat',9050),
('twingoat','twingoat@yahoomail.com','twingoat',29099,'Bronze',3422),
('gallonglare','gallonglare@yahoomail.com','gallonglare',96766,'Diamond',2584),
('fussdigital','fussdigital@yahoomail.com','fussdigital',80796,'Silver',6586),
('dictionarycruelty','dictionarycruelty@yahoomail.com','dictionarycruelty',21959,'Bronze',9707),
('stablewater','stablewater@outlook.com','stablewater',71389,'Silver',4894),
('satisfactionitem','satisfactionitem@yahoomail.com','satisfactionitem',16207,'Bronze',8773),
('bragtune','bragtune@outlook.com','bragtune',24300,'Silver',8899),
('circulationmatch','circulationmatch@gmail.com','circulationmatch',17806,'Grandmaster',7157),
('retireesofa','retireesofa@gmail.com','retireesofa',61899,'Bronze',3898),
('shiverprey','shiverprey@outlook.com','shiverprey',49568,'Diamond',4754),
('tiptoeinterest','tiptoeinterest@yahoomail.com','tiptoeinterest',23919,'Silver',7083),
('opposeddrown','opposeddrown@gmail.com','opposeddrown',23179,'Silver',4247),
('calorieglare','calorieglare@outlook.com','calorieglare',35370,'',7141),
('shiverfeedback','shiverfeedback@gmail.com','shiverfeedback',19010,'',6622),
('monkvegetation','monkvegetation@yahoomail.com','monkvegetation',25345,'',2750),
('panextract','panextract@outlook.com','panextract',18131,'Grandmaster',559),
('provincialcriticism','provincialcriticism@yahoomail.com','provincialcriticism',95557,'Plat',9731),
('sandwichcurtain','sandwichcurtain@yahoomail.com','sandwichcurtain',97573,'Plat',959),
('opposedreturn','opposedreturn@yahoomail.com','opposedreturn',11069,'Grandmaster',6113),
('accessibleadopt','accessibleadopt@yahoomail.com','accessibleadopt',76229,'Iron',2187),
('predictequip','predictequip@outlook.com','predictequip',38638,'Diamond',9425),
('twitchprayer','twitchprayer@outlook.com','twitchprayer',10773,'Plat',5444),
('taxifear','taxifear@yahoomail.com','taxifear',55125,'Grandmaster',4654),
('representfactory','representfactory@yahoomail.com','representfactory',17319,'',501),
('cylindertiptoe','cylindertiptoe@gmail.com','cylindertiptoe',14472,'Iron',6226),
('nopossible','nopossible@gmail.com','nopossible',44611,'Iron',2825),
('expertisedeliver','expertisedeliver@outlook.com','expertisedeliver',82539,'',7359),
('returnchange','returnchange@outlook.com','returnchange',1175,'Master',8481),
('pollutionaccurate','pollutionaccurate@yahoomail.com','pollutionaccurate',58480,'Bronze',4090),
('gradualstress','gradualstress@outlook.com','gradualstress',21588,'',1160),
('taxireservoir','taxireservoir@outlook.com','taxireservoir',84647,'Diamond',7058),
('handyaccessible','handyaccessible@yahoomail.com','handyaccessible',64723,'Bronze',69),
('glareribbon','glareribbon@gmail.com','glareribbon',80313,'Runner',6339),
('watercylinder','watercylinder@gmail.com','watercylinder',59774,'Master',9664),
('calorieaccessible','calorieaccessible@yahoomail.com','calorieaccessible',86993,'',9257),
('housewifeclearance','housewifeclearance@gmail.com','housewifeclearance',12873,'Master',5712),
('grimacebang','grimacebang@yahoomail.com','grimacebang',49247,'Iron',6031),
('possiblepossession','possiblepossession@outlook.com','possiblepossession',41138,'Grandmaster',6268),
('leftseries','leftseries@outlook.com','leftseries',95068,'Grandmaster',4544),
('progressivecharter','progressivecharter@gmail.com','progressivecharter',11565,'Grandmaster',3225),
('earwaxribbon','earwaxribbon@outlook.com','earwaxribbon',87052,'Master',5232),
('promotiontransmission','promotiontransmission@outlook.com','promotiontransmission',67359,'Runner',7782),
('meritcriticism','meritcriticism@yahoomail.com','meritcriticism',30402,'Plat',5502),
('preachreview','preachreview@gmail.com','preachreview',75675,'Silver',9911),
('progresspollution','progresspollution@outlook.com','progresspollution',37591,'Runner',6893),
('circulationfitness','circulationfitness@yahoomail.com','circulationfitness',50438,'Iron',6218),
('locateroutine','locateroutine@gmail.com','locateroutine',33173,'',4994),
('feardiscuss','feardiscuss@outlook.com','feardiscuss',92826,'Bronze',3918),
('dictionarydepressed','dictionarydepressed@gmail.com','dictionarydepressed',69994,'Silver',4872),
('lilygraphic','lilygraphic@yahoomail.com','lilygraphic',67876,'Gold',9706),
('cottagearena','cottagearena@gmail.com','cottagearena',5479,'Grandmaster',1763),
('elegantcolleague','elegantcolleague@yahoomail.com','elegantcolleague',59223,'Gold',1505),
('printeraccompany','printeraccompany@yahoomail.com','printeraccompany',39994,'',8309),
('trainexchange','trainexchange@outlook.com','trainexchange',69492,'Diamond',1788),
('shadowcruelty','shadowcruelty@yahoomail.com','shadowcruelty',16864,'Diamond',7926),
('returnbaby','returnbaby@gmail.com','returnbaby',65468,'Runner',5312),
('innshiver','innshiver@gmail.com','innshiver',8322,'Gold',3453),
('southexperienced','southexperienced@outlook.com','southexperienced',73694,'Bronze',2605),
('faxcity','faxcity@gmail.com','faxcity',75765,'Runner',3997),
('modestreservoir','modestreservoir@yahoomail.com','modestreservoir',59403,'Gold',2436),
('progressivecutting','progressivecutting@gmail.com','progressivecutting',14408,'Master',559),
('pollutioncontempt','pollutioncontempt@outlook.com','pollutioncontempt',65996,'Runner',7470),
('sinkpublisher','sinkpublisher@yahoomail.com','sinkpublisher',45321,'Diamond',1509),
('modestsniff','modestsniff@yahoomail.com','modestsniff',24554,'Plat',5751),
('barriersofa','barriersofa@gmail.com','barriersofa',21240,'Plat',794),
('experiencedbomber','experiencedbomber@yahoomail.com','experiencedbomber',65749,'Runner',6422),
('battlefieldaddition','battlefieldaddition@yahoomail.com','battlefieldaddition',31323,'Plat',5637),
('hikeculture','hikeculture@yahoomail.com','hikeculture',33512,'Bronze',38),
('twinbullet','twinbullet@outlook.com','twinbullet',78633,'Bronze',198),
('fistopposed','fistopposed@outlook.com','fistopposed',78973,'Silver',9065),
('experiencedresist','experiencedresist@outlook.com','experiencedresist',34243,'Master',541),
('establishchange','establishchange@yahoomail.com','establishchange',70714,'',3836),
('fishcylinder','fishcylinder@yahoomail.com','fishcylinder',7351,'Master',8106),
('lightarrange','lightarrange@outlook.com','lightarrange',87703,'Runner',8313),
('cliquefame	','cliquefame	@gmail.com','cliquefame	',46611,'Plat',8146),
('romantictrain','romantictrain@yahoomail.com','romantictrain',27863,'Diamond',7013),
('interfaceleg','interfaceleg@outlook.com','interfaceleg',87776,'Runner',124),
('expectationstretch','expectationstretch@outlook.com','expectationstretch',21651,'',7582),
('stretchprey','stretchprey@yahoomail.com','stretchprey',21021,'Iron',8745),
('civilizationvague','civilizationvague@gmail.com','civilizationvague',75616,'Silver',8598),
('productionpush','productionpush@gmail.com','productionpush',12147,'Bronze',6303),
('consumptionwater','consumptionwater@yahoomail.com','consumptionwater',90898,'',2982),
('tidyfactory','tidyfactory@outlook.com','tidyfactory',87185,'Bronze',2401),
('matchcriticism','matchcriticism@gmail.com','matchcriticism',29121,'Iron',7910),
('filesequence','filesequence@yahoomail.com','filesequence',49915,'Runner',7695),
('refundmonk','refundmonk@gmail.com','refundmonk',64532,'Bronze',2258),
('quarterpossession','quarterpossession@gmail.com','quarterpossession',63967,'Iron',9648),
('dictionaryprogress','dictionaryprogress@yahoomail.com','dictionaryprogress',66834,'Grandmaster',4329),
('reviewreason','reviewreason@yahoomail.com','reviewreason',97357,'Diamond',5424),
('routinedismissal','routinedismissal@gmail.com','routinedismissal',25229,'',494),
('defendantsink','defendantsink@outlook.com','defendantsink',59625,'Silver',4472),
('freedomancestor','freedomancestor@outlook.com','freedomancestor',73669,'',2506),
('bulletword','bulletword@gmail.com','bulletword',6740,'Iron',944),
('warranthandy','warranthandy@yahoomail.com','warranthandy',56938,'Bronze',3780),
('latestrecording','latestrecording@yahoomail.com','latestrecording',64350,'Grandmaster',4693),
('legtwin','legtwin@yahoomail.com','legtwin',28841,'Silver',9328),
('describecolleague','describecolleague@gmail.com','describecolleague',20116,'Gold',1791),
('fishbrag','fishbrag@yahoomail.com','fishbrag',77672,'Runner',8505),
('retireereview','retireereview@gmail.com','retireereview',4608,'Master',6837),
('establishroute','establishroute@yahoomail.com','establishroute',84916,'Runner',1116),
('ampleextension','ampleextension@yahoomail.com','ampleextension',95441,'Grandmaster',6446),
('arrangefist','arrangefist@yahoomail.com','arrangefist',9668,'Plat',413),
('seriesdismissal','seriesdismissal@gmail.com','seriesdismissal',14393,'Runner',5394),
('positionlily','positionlily@yahoomail.com','positionlily',50947,'Gold',3511),
('elegantscrew','elegantscrew@outlook.com','elegantscrew',82771,'',9629),
('liepollution','liepollution@yahoomail.com','liepollution',36297,'Gold',3798),
('vegetationromantic','vegetationromantic@outlook.com','vegetationromantic',51252,'Iron',5346),
('agepublisher','agepublisher@gmail.com','agepublisher',78071,'Gold',3232),
('hikecrude','hikecrude@yahoomail.com','hikecrude',38356,'Plat',922),
('awardjustify','awardjustify@yahoomail.com','awardjustify',31237,'Diamond',3707),
('tiptoedisaster','tiptoedisaster@outlook.com','tiptoedisaster',84968,'Grandmaster',2453),
('squareera','squareera@outlook.com','squareera',89030,'Plat',4907),
('reproductionrecording','reproductionrecording@gmail.com','reproductionrecording',63265,'Bronze',1818),
('trainprovincial','trainprovincial@outlook.com','trainprovincial',38342,'',3980),
('opposedsuperintendent','opposedsuperintendent@gmail.com','opposedsuperintendent',9296,'Iron',365),
('establishfavourite','establishfavourite@outlook.com','establishfavourite',15577,'Bronze',3267),
('velvetclique','velvetclique@outlook.com','velvetclique',21222,'Runner',7709),
('heavenexpertise','heavenexpertise@outlook.com','heavenexpertise',14096,'Grandmaster',1216),
('chocolateskate','chocolateskate@gmail.com','chocolateskate',35424,'Diamond',271),
('followprovincial','followprovincial@gmail.com','followprovincial',10798,'',6530),
('gallonfear','gallonfear@gmail.com','gallonfear',91984,'Bronze',548),
('interfaceconsultation','interfaceconsultation@outlook.com','interfaceconsultation',6247,'',4995),
('dictionaryromantic','dictionaryromantic@gmail.com','dictionaryromantic',76767,'Grandmaster',518),
('drumfile','drumfile@yahoomail.com','drumfile',24367,'Gold',8530),
('agendarecording','agendarecording@gmail.com','agendarecording',14593,'Diamond',2875),
('reservoirget','reservoirget@outlook.com','reservoirget',18639,'Grandmaster',4131),
('vegetationaddition','vegetationaddition@yahoomail.com','vegetationaddition',54666,'Iron',3680),
('awarepleasure','awarepleasure@gmail.com','awarepleasure',42843,'Runner',1572),
('ribbondeficiency','ribbondeficiency@outlook.com','ribbondeficiency',16727,'Diamond',129),
('printermerit','printermerit@gmail.com','printermerit',97831,'Diamond',9774),
('establishstand','establishstand@outlook.com','establishstand',40683,'Plat',9501),
('imagemonk','imagemonk@yahoomail.com','imagemonk',19591,'Master',1225),
('recoverabsence','recoverabsence@outlook.com','recoverabsence',34008,'Master',3167),
('movingdisgrace','movingdisgrace@gmail.com','movingdisgrace',36860,'Bronze',6076),
('tidysex','tidysex@gmail.com','tidysex',24083,'Grandmaster',7442),
('preyhusband','preyhusband@yahoomail.com','preyhusband',91992,'',7050),
('skipdisgrace','skipdisgrace@gmail.com','skipdisgrace',72764,'Bronze',5401),
('retireevillage','retireevillage@outlook.com','retireevillage',11873,'Plat',7864),
('stepreservoir','stepreservoir@gmail.com','stepreservoir',40215,'Plat',8276),
('unpleasantclique','unpleasantclique@gmail.com','unpleasantclique',63441,'Iron',6328),
('glimpseproduction','glimpseproduction@gmail.com','glimpseproduction',80737,'Plat',4126),
('matchafford','matchafford@outlook.com','matchafford',95638,'',1453),
('tuneTRUE','tuneTRUE@outlook.com','tuneTRUE',19608,'Silver',743),
('failurecharter','failurecharter@gmail.com','failurecharter',55657,'Master',3401),
('preachfuss','preachfuss@outlook.com','preachfuss',97159,'Silver',6842),
('sandwichmerit','sandwichmerit@outlook.com','sandwichmerit',22952,'Grandmaster',2765),
('sequencelatest','sequencelatest@outlook.com','sequencelatest',52201,'Gold',8961),
('hurtseason','hurtseason@outlook.com','hurtseason',44833,'Plat',9490),
('commemorateretiree','commemorateretiree@yahoomail.com','commemorateretiree',75788,'Runner',4128),
('extensionprogress','extensionprogress@gmail.com','extensionprogress',62979,'Iron',1888),
('preacharrange','preacharrange@outlook.com','preacharrange',61431,'Diamond',2372),
('mentiondrown','mentiondrown@gmail.com','mentiondrown',9853,'Diamond',3146),
('deliverlisten','deliverlisten@outlook.com','deliverlisten',82678,'Plat',9254),
('bangroutine','bangroutine@yahoomail.com','bangroutine',44198,'Master',4925),
('goatappear','goatappear@gmail.com','goatappear',91356,'Gold',3740),
('talentedrecording','talentedrecording@gmail.com','talentedrecording',89891,'Master',8991),
('greetingdescribe','greetingdescribe@outlook.com','greetingdescribe',37628,'',5330),
('taximail','taximail@outlook.com','taximail',81341,'',4213),
('matchgrimace','matchgrimace@outlook.com','matchgrimace',90961,'Iron',9392),
('uncertaintytiptoe','uncertaintytiptoe@outlook.com','uncertaintytiptoe',14140,'Silver',7824),
('shatteradopt','shatteradopt@outlook.com','shatteradopt',77327,'Iron',5104),
('accompanyprinter','accompanyprinter@outlook.com','accompanyprinter',11778,'Runner',2625),
('listenestablish','listenestablish@yahoomail.com','listenestablish',70996,'Bronze',1853),
('promotiondescribe','promotiondescribe@yahoomail.com','promotiondescribe',44045,'Gold',7014),
('additionpredict','additionpredict@gmail.com','additionpredict',28897,'',2968),
('arrangeprogressive','arrangeprogressive@gmail.com','arrangeprogressive',43460,'Diamond',9296),
('sequencelatest','sequencelatest@outlook.com','sequencelatest',67059,'Runner',5172),
('mentionreservoir','mentionreservoir@outlook.com','mentionreservoir',7201,'Master',2091),
('recoverstep','recoverstep@outlook.com','recoverstep',65169,'',2299),
('vagueaccurate','vagueaccurate@gmail.com','vagueaccurate',50669,'Grandmaster',3643),
('positionmonk','positionmonk@gmail.com','positionmonk',9399,'Grandmaster',2064),
('gregariouspie','gregariouspie@yahoomail.com','gregariouspie',11580,'',8355),
('drownunpleasant','drownunpleasant@yahoomail.com','drownunpleasant',56359,'Diamond',5263),
('goprayer','goprayer@yahoomail.com','goprayer',68953,'Plat',9103),
('sandwichreproduction','sandwichreproduction@gmail.com','sandwichreproduction',47374,'Runner',7000),
('twitchrecover','twitchrecover@gmail.com','twitchrecover',5021,'Diamond',9101),
('lieactive','lieactive@outlook.com','lieactive',93083,'Runner',3883),
('unpleasantcylinder','unpleasantcylinder@gmail.com','unpleasantcylinder',30061,'Runner',4263),
('criticismpollution','criticismpollution@yahoomail.com','criticismpollution',70078,'Iron',9130),
('fusssniff','fusssniff@gmail.com','fusssniff',74173,'Runner',3654),
('standdiscuss','standdiscuss@yahoomail.com','standdiscuss',46872,'Plat',8681),
('faxtiptoe','faxtiptoe@gmail.com','faxtiptoe',99618,'',7160),
('listencharter','listencharter@outlook.com','listencharter',53031,'Master',4518),
('villagehike','villagehike@outlook.com','villagehike',21630,'Diamond',2034),
('opinionexpertise','opinionexpertise@yahoomail.com','opinionexpertise',10711,'Grandmaster',6641),
('handyintervention','handyintervention@yahoomail.com','handyintervention',94676,'Bronze',3008),
('elapseblade','elapseblade@yahoomail.com','elapseblade',59806,'Silver',7072),
('stretchpie','stretchpie@yahoomail.com','stretchpie',78021,'Silver',9961),
('fileexemption','fileexemption@yahoomail.com','fileexemption',46248,'Runner',3976),
('housewifecutting','housewifecutting@gmail.com','housewifecutting',5158,'Gold',201),
('squarerecording','squarerecording@yahoomail.com','squarerecording',49217,'Master',5955),
('arrangewater','arrangewater@yahoomail.com','arrangewater',77788,'Master',1613),
('recordingcheck','recordingcheck@outlook.com','recordingcheck',58934,'Runner',5421),
('canehusband','canehusband@yahoomail.com','canehusband',21068,'Grandmaster',369),
('arrestsex','arrestsex@outlook.com','arrestsex',52586,'Grandmaster',8249),
('pleasureage','pleasureage@outlook.com','pleasureage',7887,'Silver',5861),
('printtiptoe','printtiptoe@outlook.com','printtiptoe',84444,'Silver',5360),
('stepbleed','stepbleed@outlook.com','stepbleed',94048,'Master',2087),
('arrestarena','arrestarena@outlook.com','arrestarena',8008,'Gold',9665),
('laceprovincial','laceprovincial@yahoomail.com','laceprovincial',70829,'Master',2680),
('promotionselection','promotionselection@outlook.com','promotionselection',48520,'Grandmaster',5985),
('corpsetiptoe','corpsetiptoe@gmail.com','corpsetiptoe',50596,'Gold',8592),
('satisfactionchocolate','satisfactionchocolate@gmail.com','satisfactionchocolate',31106,'',3075),
('housewifepan','housewifepan@outlook.com','housewifepan',6776,'Silver',3030),
('adoptintervention','adoptintervention@yahoomail.com','adoptintervention',40552,'',2881),
('interfaceliterature','interfaceliterature@outlook.com','interfaceliterature',3307,'Grandmaster',9388),
('justifybite','justifybite@outlook.com','justifybite',85485,'Iron',137),
('freedomsandwich','freedomsandwich@outlook.com','freedomsandwich',52264,'',8124),
('drowncommemorate','drowncommemorate@yahoomail.com','drowncommemorate',70598,'Runner',5839),
('fitnesslie','fitnesslie@yahoomail.com','fitnesslie',64577,'Plat',4819),
('latestribbon','latestribbon@outlook.com','latestribbon',38849,'Grandmaster',7351),
('glimpseunpleasant','glimpseunpleasant@gmail.com','glimpseunpleasant',32325,'Grandmaster',9939),
('filecriticism','filecriticism@gmail.com','filecriticism',71048,'Diamond',5722),
('siegelatest','siegelatest@gmail.com','siegelatest',62642,'Grandmaster',1779),
('panfile','panfile@yahoomail.com','panfile',92549,'Iron',1090),
('creditstretch','creditstretch@outlook.com','creditstretch',20479,'Plat',3732),
('routeintervention','routeintervention@outlook.com','routeintervention',84038,'Diamond',689),
('shatterpromotion','shatterpromotion@yahoomail.com','shatterpromotion',61156,'Gold',6422),
('selectiondiscuss','selectiondiscuss@gmail.com','selectiondiscuss',83602,'Iron',319),
('illusionwisecrack','illusionwisecrack@yahoomail.com','illusionwisecrack',9173,'Master',1018),
('handypossession','handypossession@gmail.com','handypossession',20873,'Gold',9212),
('glareearwax','glareearwax@outlook.com','glareearwax',78397,'Plat',5715),
('uncertaintyblade','uncertaintyblade@yahoomail.com','uncertaintyblade',72021,'Silver',1833),
('agepredict','agepredict@yahoomail.com','agepredict',13097,'Runner',2050),
('fame	warrant','fame	warrant@yahoomail.com','fame	warrant',93441,'Diamond',9996),
('depressedbomber','depressedbomber@gmail.com','depressedbomber',31786,'Diamond',4381),
('glimpsetwitch','glimpsetwitch@outlook.com','glimpsetwitch',16645,'',6513),
('biteseason','biteseason@yahoomail.com','biteseason',80830,'Silver',2333),
('gocommemorate','gocommemorate@outlook.com','gocommemorate',8850,'Plat',7573),
('recordingtrain','recordingtrain@gmail.com','recordingtrain',23430,'Gold',3822),
('ohgrimace','ohgrimace@outlook.com','ohgrimace',38761,'Diamond',6473),
('superintendentdrown','superintendentdrown@yahoomail.com','superintendentdrown',87109,'Runner',2681),
('bleedtrunk','bleedtrunk@gmail.com','bleedtrunk',64734,'Silver',7033),
('cylindermonk','cylindermonk@gmail.com','cylindermonk',38477,'Diamond',3464),
('fistbomber','fistbomber@gmail.com','fistbomber',58031,'Bronze',612),
('arrestdrown','arrestdrown@outlook.com','arrestdrown',62811,'Master',4695),
('lightfactory','lightfactory@gmail.com','lightfactory',12793,'Runner',3427),
('fearsandwich','fearsandwich@gmail.com','fearsandwich',73513,'Diamond',7931),
('descentbed','descentbed@yahoomail.com','descentbed',6481,'Gold',9625),
('getjustify','getjustify@outlook.com','getjustify',35146,'Diamond',5430),
('arrestflat','arrestflat@gmail.com','arrestflat',18449,'Iron',6480),
('doubtcoup','doubtcoup@outlook.com','doubtcoup',40076,'Master',7314),
('digitalshot','digitalshot@outlook.com','digitalshot',39264,'Master',4555),
('dutyintervention','dutyintervention@gmail.com','dutyintervention',70997,'Plat',1724),
('eleganttrunk','eleganttrunk@gmail.com','eleganttrunk',49403,'Bronze',5926),
('equiphole','equiphole@yahoomail.com','equiphole',70313,'Plat',8986),
('breadcheck','breadcheck@gmail.com','breadcheck',17649,'Bronze',6474),
('extractsquare','extractsquare@outlook.com','extractsquare',91152,'Grandmaster',824),
('radioinn','radioinn@outlook.com','radioinn',5885,'Plat',382),
('heavengradual','heavengradual@outlook.com','heavengradual',77928,'Plat',5939),
('lacecolleague','lacecolleague@gmail.com','lacecolleague',54436,'Bronze',4443),
('pollutionlack','pollutionlack@gmail.com','pollutionlack',22458,'',6755),
('meritroute','meritroute@yahoomail.com','meritroute',14037,'Bronze',8159),
('talentedpredict','talentedpredict@gmail.com','talentedpredict',44883,'Runner',7909),
('constituencyarrange','constituencyarrange@yahoomail.com','constituencyarrange',6830,'Gold',3717),
('footballarrangement','footballarrangement@gmail.com','footballarrangement',59353,'Iron',3855),
('filerepresent','filerepresent@yahoomail.com','filerepresent',71519,'Grandmaster',7407),
('modestlatest','modestlatest@outlook.com','modestlatest',15628,'Grandmaster',4925),
('valleyillusion','valleyillusion@outlook.com','valleyillusion',55916,'Runner',2001),
('creditfavourite','creditfavourite@outlook.com','creditfavourite',13197,'Diamond',2373),
('reasongraphic','reasongraphic@outlook.com','reasongraphic',86283,'',4799),
('foolexchange','foolexchange@outlook.com','foolexchange',41463,'Plat',715),
('colleagueearwax','colleagueearwax@outlook.com','colleagueearwax',28444,'Gold',8722),
('valleyfinal','valleyfinal@yahoomail.com','valleyfinal',63615,'Bronze',829),
('bangtiptoe','bangtiptoe@outlook.com','bangtiptoe',23989,'Iron',1944),
('consumptionseason','consumptionseason@gmail.com','consumptionseason',3360,'Master',802),
('promotionbread','promotionbread@gmail.com','promotionbread',23698,'Diamond',5942),
('shothole','shothole@gmail.com','shothole',24127,'Gold',9588),
('roughhousewife','roughhousewife@yahoomail.com','roughhousewife',50145,'Iron',1478),
('velvetspare','velvetspare@gmail.com','velvetspare',73136,'Silver',1751),
('accurateaward','accurateaward@outlook.com','accurateaward',71252,'Bronze',1646),
('wristmodest','wristmodest@outlook.com','wristmodest',30943,'Bronze',3724),
('dutycheck','dutycheck@yahoomail.com','dutycheck',88657,'Diamond',4895),
('retireeafford','retireeafford@gmail.com','retireeafford',40692,'Iron',2430),
('wordcheck','wordcheck@outlook.com','wordcheck',4346,'Iron',8913),
('uncertaintypleasure','uncertaintypleasure@yahoomail.com','uncertaintypleasure',70813,'Silver',2238),
('sinkprinter','sinkprinter@yahoomail.com','sinkprinter',99395,'Gold',8844),
('absencebang','absencebang@outlook.com','absencebang',31242,'Gold',1899),
('disgraceconsumption','disgraceconsumption@yahoomail.com','disgraceconsumption',52036,'',6817),
('romanticexperienced','romanticexperienced@gmail.com','romanticexperienced',70229,'Plat',1334),
('villageestablish','villageestablish@outlook.com','villageestablish',71026,'Bronze',7029),
('hurtuncertainty','hurtuncertainty@yahoomail.com','hurtuncertainty',29662,'Iron',1364),
('consultationscrew','consultationscrew@yahoomail.com','consultationscrew',83860,'Diamond',8532),
('heavenpie','heavenpie@yahoomail.com','heavenpie',39698,'Master',5147),
